iter	RMSE
205	5055.829674
206	5053.325532
207	5046.966051
208	5043.551136
209	5038.869168
210	5033.942613
211	5030.506596
212	5025.82519
213	5022.266506
214	5018.877044
215	5016.19969
216	5012.76068
217	5006.203094
218	5003.536906
219	5001.569978
220	4997.208304
221	4990.015563
222	4988.47946
223	4985.389595
224	4981.701773
225	4976.118109
226	4973.267863
227	4967.79231
228	4964.494871
229	4957.304555
230	4955.327014
231	4949.611723
232	4946.437473
233	4942.189406
234	4936.786684
235	4932.998683
236	4930.210746
237	4926.99442
238	4919.853855
239	4915.176424
240	4911.548561
241	4908.344868
242	4903.561877
243	4899.627632
244	4896.509968
245	4893.963187
246	4890.300444
247	4883.288156
248	4879.880641
249	4874.643495
250	4868.501799
251	4864.062876
252	4860.826805
253	4856.979209
254	4853.625695
255	4849.580637
256	4844.750304
257	4840.193192
258	4833.368297
259	4828.198193
260	4825.246332
261	4819.256826
262	4814.787863
263	4809.272046
264	4803.874251
265	4799.692078
266	4793.888305
267	4788.975664
268	4785.731495
269	4781.666505
270	4777.810919
271	4773.788418
272	4770.440883
273	4766.284311
274	4760.990816
275	4757.303351
276	4754.779858
277	4749.428093
278	4745.44829
279	4742.672641
280	4739.246023
281	4735.840335
282	4732.594202
283	4728.822236
284	4725.043307
285	4720.579598
286	4717.39763
287	4713.921261
288	4709.865784
289	4707.742467
290	4704.626964
291	4700.683834
292	4695.960827
293	4693.404419
294	4689.323502
295	4685.497889
296	4681.510503
297	4677.791495
298	4673.366923
299	4670.267138
300	4667.694206
301	4665.618432
302	4660.9312
303	4656.505616
304	4653.848229
305	4651.203208
306	4648.222872
307	4644.279855
308	4640.995638
309	4637.380327
310	4634.215012
311	4630.184909
312	4628.035087
313	4624.619595
314	4621.151457
315	4617.497899
316	4613.456299
317	4610.655729
318	4607.838814
319	4605.391578
320	4601.90785
321	4598.610682
322	4595.085315
323	4590.784673
324	4589.24123
325	4584.556408
326	4580.553674
327	4578.159533
328	4575.759803
329	4573.434344
330	4569.42895
331	4566.31102
332	4564.062522
333	4560.992751
334	4558.187747
335	4554.468623
336	4551.414427
337	4548.973931
338	4547.334883
339	4544.387452
340	4542.246265
341	4540.460006
342	4538.912606
343	4534.024691
344	4531.555953
345	4528.658964
346	4525.208855
347	4522.844636
348	4520.940398
349	4517.991005
350	4515.727652
351	4511.018767
352	4507.982542
353	4506.552678
354	4502.57876
355	4500.337928
356	4498.546718
357	4495.101858
358	4493.78422
359	4491.344945
360	4487.512735
361	4483.57656
362	4480.886297
363	4478.165197
364	4475.926277
365	4474.236341
366	4471.580813
367	4468.51735
368	4465.06172
369	4462.472528
370	4459.814783
371	4457.163381
372	4452.783996
373	4451.015955
374	4447.562732
375	4443.68215
376	4440.065202
377	4436.717883
378	4434.451597
379	4431.284354
380	4428.039891
381	4425.450182
382	4423.394302
383	4419.544056
384	4416.162363
385	4413.449329
386	4410.198789
387	4408.125013
388	4406.722606
389	4402.331028
390	4399.655028
391	4396.532524
392	4394.441849
393	4391.796766
394	4389.069745
395	4387.026543
396	4384.243566
397	4381.763856
398	4379.534946
399	4377.525061
400	4375.201508
401	4373.521224
402	4371.266048
403	4369.495862
404	4367.139809
405	4364.222214
406	4362.320489
407	4359.455825
408	4357.173495
409	4355.286262
410	4353.564437
411	4351.351343
412	4348.820576
413	4347.15662
414	4345.237487
415	4343.305968
416	4340.173159
417	4338.199754
418	4335.689884
419	4333.460272
420	4331.531922
421	4328.215223
422	4325.839451
423	4323.334489
424	4321.256746
425	4319.61112
426	4317.002178
427	4315.439334
428	4312.333325
429	4310.157619
430	4308.128688
431	4305.259576
432	4303.157659
433	4299.925981
434	4297.296354
435	4295.458362
436	4293.503077
437	4291.238453
438	4289.683243
439	4287.623862
440	4284.354118
441	4281.948361
442	4279.269397
443	4276.766901
444	4275.443168
445	4272.950291
446	4270.818374
447	4268.557702
448	4266.864019
449	4264.35634
450	4263.214863
451	4261.135322
452	4258.817069
453	4256.399631
454	4253.860396
455	4249.674889
456	4246.151198
457	4244.012107
458	4240.727872
459	4239.259544
460	4237.448288
461	4235.943149
462	4233.787095
463	4232.310253
464	4230.825983
465	4228.937873
466	4226.620919
467	4225.228182
468	4222.929171
469	4220.349424
470	4218.970444
471	4216.780109
472	4215.218555
473	4213.094214
474	4211.631346
475	4210.250773
476	4207.538415
477	4206.267143
478	4204.449559
479	4201.788607
480	4200.043067
481	4198.645361
482	4196.255461
483	4194.488458
484	4192.661437
485	4191.390262
486	4190.12087
487	4186.640415
488	4185.533695
489	4182.767483
490	4181.072375
491	4180.009583
492	4177.350202
493	4175.654766
494	4173.72174
495	4172.195106
496	4169.821666
497	4167.784475
498	4166.148042
499	4165.108427
500	4161.915072
501	4160.358427
502	4158.809595
503	4156.827358
504	4154.89911
505	4152.473015
506	4149.625081
507	4147.524789
508	4146.248108
509	4144.466089
510	4143.36764
511	4141.736042
512	4138.673402
513	4136.580249
514	4135.071727
515	4132.351067
516	4130.533427
517	4127.777867
518	4126.137577
519	4124.503085
520	4122.652716
521	4121.319627
522	4118.695649
523	4116.729536
524	4115.07559
525	4113.684153
526	4112.278396
527	4110.789298
528	4108.507552
529	4107.161921
530	4105.657082
531	4103.743876
532	4102.46775
533	4100.566608
534	4097.454325
535	4096.583244
536	4095.205234
537	4094.020633
538	4092.510247
539	4090.239237
540	4088.948284
541	4086.2127
542	4083.945275
543	4081.20476
544	4079.303683
545	4077.158179
546	4075.443487
547	4073.076249
548	4071.605989
549	4069.505775
550	4068.035335
551	4065.986746
552	4064.465738
553	4063.194516
554	4061.042577
555	4059.624028
556	4058.455576
557	4056.559479
558	4054.624092
559	4053.579745
560	4052.618813
561	4051.074387
562	4049.847003
563	4048.260734
564	4047.607733
565	4046.500142
566	4044.782363
567	4043.641413
568	4041.370296
569	4039.905198
570	4038.364355
571	4036.967363
572	4035.316449
573	4032.298273
574	4029.561517
575	4028.212153
576	4026.707895
577	4024.48645
578	4022.679827
579	4021.948446
580	4019.975848
581	4018.584218
582	4016.983311
583	4015.664975
584	4014.480978
585	4012.451832
586	4010.928488
587	4008.1188
588	4006.330087
589	4005.386316
590	4003.921587
591	4001.797853
592	3999.94274
593	3998.467478
594	3996.648666
595	3994.96633
596	3993.48962
597	3991.784703
598	3990.561593
599	3988.37731
600	3987.185112
601	3984.558432
602	3983.207111
603	3981.328487
604	3978.680099
605	3977.554134
606	3976.568363
607	3974.890143
608	3973.776233
609	3970.742705
610	3969.332341
611	3967.192148
612	3964.383839
613	3962.941817
614	3961.063016
615	3959.697894
616	3958.425624
617	3956.563172
618	3955.811226
619	3954.368942
620	3952.481649
621	3950.59748
622	3949.012364
623	3946.96259
624	3945.95282
625	3943.894034
626	3941.247729
627	3939.91642
628	3938.831281
629	3936.366716
630	3934.412315
631	3933.657172
632	3931.329993
633	3930.106758
634	3927.90983
635	3927.220323
636	3926.050876
637	3923.977482
638	3922.420468
639	3919.884244
640	3918.175647
641	3916.910822
642	3915.359133
643	3913.609806
644	3911.878623
645	3910.000446
646	3908.913072
647	3907.577788
648	3905.769556
649	3903.87074
650	3902.641114
651	3901.599222
652	3900.433557
653	3899.603895
654	3898.87824
655	3897.904058
656	3896.019995
657	3894.880646
658	3893.833908
659	3893.072613
660	3891.824665
661	3890.578835
662	3888.750433
663	3886.962258
664	3884.874556
665	3883.240503
666	3881.912495
667	3880.542176
668	3879.01099
669	3877.65895
670	3876.514596
671	3875.809247
672	3874.554974
673	3873.202116
674	3871.916457
675	3870.086797
676	3869.240032
677	3868.061946
678	3866.34349
679	3864.87109
680	3862.670709
681	3861.332928
682	3860.502482
683	3858.647079
684	3857.327421
685	3856.248794
686	3853.740064
687	3852.538838
688	3851.011521
689	3849.35993
690	3847.454949
691	3845.31502
692	3844.119871
693	3842.82935
694	3841.330298
695	3840.12119
696	3838.728978
697	3836.436929
698	3835.414379
699	3834.039336
700	3832.411368
701	3831.243138
702	3830.00799
703	3828.185433
704	3826.550683
705	3825.291776
706	3823.047945
707	3821.791068
708	3820.534838
709	3818.86978
710	3817.011788
711	3815.87783
712	3813.542873
713	3812.069957
714	3810.26918
715	3808.697615
716	3807.283141
717	3805.685058
718	3803.76202
719	3802.622733
720	3801.331576
721	3800.46709
722	3799.271357
723	3797.521246
724	3796.343451
725	3795.47938
726	3794.426826
727	3793.62238
728	3791.892908
729	3789.986086
730	3788.124462
731	3787.061283
732	3785.267746
733	3783.454237
734	3782.381559
735	3780.012303
736	3777.838988
737	3776.986191
738	3775.554223
739	3774.332803
740	3772.381191
741	3770.995272
742	3769.271398
743	3768.121386
744	3766.943686
745	3765.949555
746	3764.348286
747	3763.636308
748	3762.898032
749	3761.807261
750	3760.918594
751	3758.984109
752	3757.486117
753	3755.560921
754	3754.652598
755	3753.198355
756	3751.087572
757	3749.659228
758	3747.968948
759	3746.151399
760	3745.012734
761	3744.009357
762	3741.960223
763	3741.030471
764	3738.871508
765	3737.72985
766	3736.473709
767	3735.077734
768	3733.865447
769	3733.102058
770	3731.577561
771	3730.005671
772	3729.13893
773	3727.499271
774	3726.532771
775	3725.831301
776	3724.624227
777	3723.038887
778	3722.573283
779	3720.704486
780	3719.538944
781	3718.447665
782	3717.241353
783	3716.22093
784	3715.185502
785	3713.958955
786	3712.691084
787	3711.127307
788	3710.204215
789	3708.794126
790	3707.922259
791	3706.839265
792	3705.9899
793	3705.384663
794	3704.70595
795	3703.540904
796	3702.434181
797	3700.925712
798	3699.201917
799	3697.810331
800	3696.614388
801	3694.906867
802	3693.92939
803	3692.64828
804	3691.409129
805	3689.691555
806	3688.642628
807	3687.476239
808	3686.106482
809	3684.92779
810	3683.530449
811	3682.063575
812	3680.36729
813	3678.82715
814	3676.993122
815	3675.472618
816	3674.229521
817	3672.980448
818	3672.138568
819	3671.512125
820	3670.155834
821	3669.237874
822	3667.916852
823	3666.224786
824	3664.925704
825	3663.911737
826	3662.5535
827	3661.596588
828	3660.2843
829	3659.251319
830	3657.963973
831	3656.820896
832	3655.682814
833	3654.081225
834	3652.756021
835	3651.241157
836	3649.876504
837	3648.323614
838	3647.298584
839	3645.290324
840	3644.810414
841	3643.930435
842	3642.852483
843	3641.368625
844	3640.128517
845	3638.798226
846	3638.250057
847	3637.134367
848	3636.150401
849	3635.297111
850	3634.163665
851	3632.952208
852	3632.019936
853	3631.039706
854	3630.11805
855	3629.009439
856	3628.198562
857	3627.204841
858	3625.959057
859	3624.711325
860	3622.921337
861	3621.711106
862	3620.48809
863	3620.059666
864	3618.787276
865	3617.677825
866	3616.652571
867	3615.828348
868	3614.398268
869	3613.158612
870	3612.094026
871	3611.400691
872	3610.304505
873	3609.420775
874	3608.750048
875	3608.246582
876	3607.223184
877	3606.146252
878	3604.881289
879	3602.89551
880	3602.038582
881	3600.27269
882	3599.348515
883	3598.331489
884	3597.239321
885	3595.9528
886	3595.391859
887	3594.461409
888	3593.044294
889	3592.06869
890	3591.178156
891	3589.849766
892	3588.304306
893	3587.024006
894	3586.14351
895	3584.519269
896	3583.283899
897	3582.64474
898	3581.495429
899	3580.063292
900	3578.91503
901	3577.959813
902	3577.336519
903	3576.344355
904	3574.732378
905	3573.145329
906	3571.879102
907	3570.931357
908	3569.482659
909	3568.9183
910	3567.590388
911	3565.63452
912	3564.500571
913	3562.729118
914	3562.16447
915	3560.978272
916	3560.268859
917	3559.169646
918	3558.603606
919	3557.025322
920	3556.243811
921	3554.947985
922	3554.194986
923	3553.016767
924	3552.225848
925	3551.115578
926	3550.484582
927	3549.803797
928	3549.317849
929	3548.370405
930	3547.497626
931	3546.725232
932	3545.546221
933	3544.917121
934	3543.880379
935	3543.087174
936	3542.26095
937	3541.559642
938	3540.495009
939	3539.410464
940	3538.676554
941	3537.250731
942	3536.296653
943	3534.958317
944	3534.148083
945	3533.244252
946	3532.309561
947	3531.838275
948	3530.277735
949	3529.723478
950	3528.811876
951	3528.072959
952	3527.144855
953	3525.679111
954	3525.265426
955	3524.504645
956	3523.650078
957	3522.469699
958	3521.780447
959	3520.864583
960	3520.396038
961	3519.204456
962	3518.247127
963	3516.886311
964	3515.38114
965	3514.466516
966	3513.120187
967	3511.587383
968	3510.142336
969	3509.442984
970	3508.173167
971	3506.36916
972	3505.820557
973	3504.719428
974	3503.6735
975	3502.992001
976	3501.655773
977	3501.173001
978	3500.845404
979	3499.689145
980	3499.026373
981	3497.891231
982	3496.864989
983	3495.929259
984	3495.387487
985	3494.165842
986	3492.825386
987	3491.776364
988	3491.12004
989	3490.141244
990	3488.626321
991	3487.796043
992	3487.096456
993	3486.428987
994	3485.220148
995	3484.148109
996	3481.878463
997	3481.286992
998	3480.630527
999	3479.170479
1000	3477.826263
1001	3476.48171
1002	3475.64556
1003	3474.768055
1004	3473.752205
1005	3472.5024
1006	3471.839875
1007	3470.452151
1008	3469.271302
1009	3467.955104
1010	3467.191359
1011	3465.869438
1012	3464.712756
1013	3463.313114
1014	3462.696014
1015	3461.458457
1016	3460.4615
1017	3459.312006
1018	3457.936237
1019	3457.246946
1020	3456.224472
1021	3455.507509
1022	3454.641928
1023	3453.902914
1024	3453.299112
1025	3452.694208
1026	3451.792216
1027	3450.981748
1028	3450.407943
1029	3449.190386
1030	3448.302522
1031	3447.471558
1032	3446.576549
1033	3446.074037
1034	3445.117263
1035	3443.909987
1036	3442.904499
1037	3441.783785
1038	3440.798371
1039	3439.203293
1040	3438.181982
1041	3437.374738
1042	3436.56054
1043	3435.824742
1044	3434.381174
1045	3433.30327
1046	3432.832347
1047	3432.218644
1048	3431.77158
1049	3430.419741
1050	3429.788881
1051	3428.872164
1052	3428.210307
1053	3427.42313
1054	3426.373719
1055	3424.991392
1056	3424.373959
1057	3423.720659
1058	3422.945417
1059	3422.482842
1060	3421.83932
1061	3421.311534
1062	3420.807597
1063	3419.848253
1064	3419.230724
1065	3418.107307
1066	3417.019294
1067	3416.119042
1068	3415.384554
1069	3414.127579
1070	3413.561822
1071	3412.531187
1072	3410.955687
1073	3410.551745
1074	3409.481022
1075	3408.52153
1076	3408.052945
1077	3406.962878
1078	3405.516645
1079	3404.598025
1080	3403.728198
1081	3402.610141
1082	3401.1816
1083	3400.716288
1084	3399.803553
1085	3398.857931
1086	3397.989226
1087	3397.454898
1088	3396.246357
1089	3394.949602
1090	3393.752963
1091	3393.433379
1092	3392.693594
1093	3391.736697
1094	3390.962953
1095	3389.95125
1096	3389.214995
1097	3388.257878
1098	3386.733104
1099	3386.128695
1100	3385.484698
1101	3384.541981
1102	3384.124756
1103	3383.184763
1104	3382.190098
1105	3381.256927
1106	3380.586001
1107	3379.842154
1108	3378.845983
1109	3377.948568
1110	3377.176186
1111	3376.307878
1112	3375.410657
1113	3374.174121
1114	3373.659125
1115	3372.588119
1116	3371.843335
1117	3371.464025
1118	3370.331839
1119	3369.719093
1120	3369.031896
1121	3368.169536
1122	3367.313781
1123	3366.747497
1124	3365.634534
1125	3364.60456
1126	3363.671143
1127	3363.205301
1128	3362.182867
1129	3361.824528
1130	3361.463111
1131	3360.770066
1132	3359.918842
1133	3358.980392
1134	3358.0406
1135	3357.20814
1136	3356.145556
1137	3354.998258
1138	3354.093471
1139	3352.694518
1140	3352.045433
1141	3351.222867
1142	3350.735645
1143	3349.8415
1144	3349.183214
1145	3348.287697
1146	3347.314235
1147	3346.801335
1148	3345.812454
1149	3345.118087
1150	3343.544467
1151	3342.136718
1152	3341.320911
1153	3340.575221
1154	3339.651129
1155	3338.826837
1156	3338.123442
1157	3337.386777
1158	3336.877093
1159	3336.608831
1160	3335.723389
1161	3334.711521
1162	3333.008561
1163	3332.446895
1164	3331.483992
1165	3330.546662
1166	3329.842637
1167	3329.182572
1168	3328.330459
1169	3327.93107
1170	3326.940052
1171	3326.038624
1172	3325.179227
1173	3324.426304
1174	3323.762947
1175	3323.0722
1176	3322.041433
1177	3321.33961
1178	3320.519034
1179	3319.878474
1180	3318.936072
1181	3318.188141
1182	3317.545566
1183	3316.713304
1184	3315.844225
1185	3315.003138
1186	3314.581052
1187	3313.596459
1188	3313.096242
1189	3312.260539
1190	3311.360819
1191	3310.498297
1192	3309.872649
1193	3309.356706
1194	3307.964463
1195	3307.325992
1196	3306.345177
1197	3305.489676
1198	3304.668333
1199	3304.07298
1200	3303.452297
1201	3302.355903
1202	3301.711778
1203	3301.035805
1204	3300.530866
1205	3300.005674
1206	3299.512118
1207	3298.613295
1208	3298.124718
1209	3297.259111
1210	3296.303254
1211	3295.314661
1212	3294.559365
1213	3293.761617
1214	3293.201232
1215	3292.585372
1216	3292.114669
1217	3290.756525
1218	3289.935303
1219	3289.539095
1220	3288.865032
1221	3288.458816
1222	3287.996621
1223	3287.123849
1224	3286.361326
1225	3285.846341
1226	3285.447056
1227	3284.882305
1228	3283.923437
1229	3283.156387
1230	3282.643148
1231	3281.747045
1232	3281.210073
1233	3280.803108
1234	3279.787994
1235	3279.145059
1236	3278.582654
1237	3277.963299
1238	3276.912522
1239	3276.119312
1240	3274.968213
1241	3274.115278
1242	3273.061348
1243	3272.534673
1244	3271.984381
1245	3271.070667
1246	3270.60591
1247	3269.595947
1248	3269.0853
1249	3268.135351
1250	3267.164208
1251	3266.676358
1252	3266.207871
1253	3265.057171
1254	3264.287594
1255	3263.974302
1256	3263.356484
1257	3262.217921
1258	3261.471439
1259	3260.975899
1260	3260.066493
1261	3258.723445
1262	3257.907887
1263	3257.226307
1264	3256.429877
1265	3256.202449
1266	3255.357426
1267	3253.958422
1268	3252.908901
1269	3251.797154
1270	3251.132469
1271	3250.015738
1272	3248.918595
1273	3248.193264
1274	3247.338024
1275	3246.303487
1276	3245.56123
1277	3244.891348
1278	3243.566949
1279	3242.631803
1280	3241.779806
1281	3241.26142
1282	3240.321361
1283	3239.694871
1284	3238.862841
1285	3238.160866
1286	3237.662271
1287	3237.053008
1288	3235.693017
1289	3235.275669
1290	3234.495066
1291	3233.810398
1292	3232.851954
1293	3232.242709
1294	3231.661845
1295	3231.042058
1296	3230.050599
1297	3229.516432
1298	3228.54371
1299	3227.921877
1300	3227.077104
1301	3226.368555
1302	3225.547968
1303	3225.15649
1304	3224.42513
1305	3223.784089
1306	3223.18647
1307	3222.211149
1308	3221.327476
1309	3220.658217
1310	3220.281398
1311	3219.418184
1312	3219.210089
1313	3219.02689
1314	3218.185142
1315	3217.661161
1316	3216.893528
1317	3216.053734
1318	3215.263523
1319	3214.195927
1320	3213.245184
1321	3212.352965
1322	3211.286336
1323	3210.364617
1324	3209.747742
1325	3208.702449
1326	3208.117623
1327	3206.970994
1328	3206.419529
1329	3206.117953
1330	3205.302806
1331	3204.918463
1332	3203.864664
1333	3203.436132
1334	3202.709178
1335	3202.068919
1336	3201.676946
1337	3200.526132
1338	3199.678578
1339	3199.147837
1340	3198.468252
1341	3197.75979
1342	3196.753212
1343	3195.847365
1344	3195.358703
1345	3194.862621
1346	3194.67804
1347	3193.804777
1348	3193.052872
1349	3192.124683
1350	3191.66377
1351	3191.311483
1352	3190.617044
1353	3189.977448
1354	3189.332165
1355	3188.181659
1356	3187.241436
1357	3186.576648
1358	3186.381973
1359	3186.013964
1360	3185.225681
1361	3184.853132
1362	3184.00645
1363	3183.199033
1364	3182.420513
1365	3181.859611
1366	3181.50248
1367	3180.825882
1368	3180.62788
1369	3179.658328
1370	3179.487288
1371	3178.754048
1372	3177.355484
1373	3176.39711
1374	3175.914981
1375	3175.096966
1376	3174.564186
1377	3174.064121
1378	3173.005537
1379	3172.388253
1380	3171.71075
1381	3170.901435
1382	3169.711855
1383	3168.846934
1384	3168.270907
1385	3167.958694
1386	3167.169362
1387	3166.760128
1388	3166.223026
1389	3165.259206
1390	3164.574369
1391	3163.745844
1392	3163.033598
1393	3161.637763
1394	3160.820159
1395	3160.140033
1396	3159.533675
1397	3158.826774
1398	3158.430233
1399	3157.547675
